ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value,h_ahead
2008-10-01 00:00:00,13659.0,14507.773772695655,12646.264943620936,16391.260068052838,13797.168405707469,11935.65957663275,15680.654701064652,0.6874669457155748,0.28065149232112097,0
2008-10-01 01:00:00,12782.0,13661.914612163651,11735.455498608535,15422.905407660868,12923.709908403831,10997.250794848715,14684.700703901048,0.6935762789578921,0.27039515903527045,1
2008-10-01 02:00:00,12384.0,13015.559244039061,10979.178216854025,14934.205183285165,12279.69794338074,10243.316916195703,14198.343882626843,0.6923814039029952,0.3411635668268225,2
2008-10-01 03:00:00,11883.0,12643.194039849326,10856.993406484551,14629.952047005436,11881.841340115348,10095.640706750573,13868.599347271458,0.6971918947778282,0.3027782900615258,3
2008-10-01 04:00:00,11823.0,12595.467773137469,10756.982306974263,14457.687882650667,11856.065975676436,10017.580509513231,13718.286085189635,0.6935795921468477,0.2963214639093914,4
2008-10-01 05:00:00,12033.0,12901.41137686626,11140.873209161595,14844.34665880463,12158.145444690137,10397.607276985473,14101.080726628508,0.6936119902318386,0.2739163624727825,5
2008-10-01 06:00:00,12733.0,13525.036481563184,11717.480230617042,15486.512059400282,12781.350029487003,10973.793778540861,14742.8256073241,0.6944587434584429,0.2950749760214784,6
2008-10-01 07:00:00,14358.0,14328.719740146447,12372.744089887425,16148.005104932005,13586.19708801753,11630.221437758508,15405.482452803088,0.6939661588656071,0.5079300419978856,7
2008-10-01 08:00:00,15137.0,15105.3859276035,13324.791887537904,17007.297004794164,14392.354036294708,12611.759996229111,16294.265113485371,0.6870478942702583,0.5087776485188947,8
2008-10-01 09:00:00,15210.0,15678.419281294211,13966.277586492752,17476.946435439102,14932.635628482398,13220.493933680938,16731.16278262729,0.6940803432627596,0.3661799284667228,9
2008-10-01 10:00:00,15360.0,15995.03487168902,14030.618168743367,17951.65100185821,15245.736146047591,13281.319443101938,17202.35227621678,0.6962912490318913,0.3390306962885907,10
2008-10-01 11:00:00,15574.0,16132.963981137087,14151.137531393006,18019.167864212657,15393.999332130323,13412.172882386241,17280.203215205893,0.6930242981784427,0.3555457138427871,11
2008-10-01 12:00:00,15521.0,16213.897826123914,14359.775469631657,18211.06489876967,15461.95815840485,13607.835801912594,17459.125231050606,0.6970618245206535,0.32235048157068125,12
2008-10-01 13:00:00,15571.0,16301.541746923036,14527.068595939563,18152.161768146976,15557.403926779718,13782.930775796245,17408.023948003658,0.694929169474151,0.30274364213981575,13
2008-10-01 14:00:00,15622.0,16374.424453585872,14445.264327335428,18236.484306568134,15619.655500301196,13690.495374050752,17481.715353283456,0.6979934562799264,0.3054860810406678,14
2008-10-01 15:00:00,15515.0,16389.644006606373,14777.857082892124,18402.198984330134,15652.839740686377,14041.052816972127,17665.394718410138,0.6927948554249915,0.2681095056356346,15
2008-10-01 16:00:00,15256.0,16364.370569020533,14449.360420650952,18143.557817950677,15614.544322653723,13699.534174284141,17393.731571583867,0.696899577679277,0.22094422253648338,16
2008-10-01 17:00:00,15176.0,16384.67610545108,14484.273384682714,18147.087701044828,15630.171533383238,13729.768812614873,17392.58312897699,0.6972743936183302,0.1988357301844655,17
2008-10-01 18:00:00,15135.0,16524.08304168315,14549.899067321885,18425.722872242193,15755.831224083155,13781.647249721891,17657.4710546422,0.7006369978162843,0.1791503000893483,18
2008-10-01 19:00:00,15254.0,16746.842520998467,14994.076728694567,18636.16448823218,15989.86507811249,14237.09928580859,17879.187045346207,0.6970281623661969,0.146725463724805,19
2008-10-01 20:00:00,16053.0,16892.888313123676,14890.179426171617,18635.747655617943,16146.97543173282,14144.266544780761,17889.834774227085,0.6949951296714622,0.2827342542903391,20
