ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value,h_ahead
2008-10-01 00:00:00,13659.0,15441.144840633233,13381.387200416797,17506.199662421583,13676.668372100969,11616.91073188453,15741.723193889316,0.8603618173430125,0.13406031910447164,0
2008-10-01 01:00:00,12782.0,14597.73887602378,12620.601368708747,16728.78317365724,12852.606333663101,10875.468826348068,14983.650631296561,0.8577804182432938,0.1286400441158782,1
2008-10-01 02:00:00,12384.0,13953.693015028155,11754.096275429538,16022.165127499526,12307.380245956821,10107.783506358204,14375.852358428192,0.8443337269764696,0.17293057871625672,2
2008-10-01 03:00:00,11883.0,13583.46616500932,11511.700690856962,15669.715976637806,11859.546248643857,9787.780774491499,13945.796060272343,0.8561161394178566,0.14727110111546304,3
2008-10-01 04:00:00,11823.0,13537.778666965223,11449.277269863116,15592.882251482628,11855.469119177422,9766.967722075315,13910.572703694826,0.8499807690143523,0.14441133257209515,4
2008-10-01 05:00:00,12033.0,13845.757880561328,11668.409960268244,15861.42075587321,12147.601685862772,9970.253765569687,14163.264561174654,0.8514099059040039,0.13390879350157664,5
2008-10-01 06:00:00,12733.0,14471.457289285012,12433.334573207403,16537.550271624867,12787.031767533454,10748.909051455845,14853.124749873308,0.8492968518624018,0.13881135166401232,6
2008-10-01 07:00:00,14358.0,15277.224053124713,13097.385790099404,17228.89974559806,13595.945537181167,11416.107274155856,15547.621229654513,0.8506043407860586,0.28424831139710194,7
2008-10-01 08:00:00,15137.0,16055.931698342067,14075.666121642726,18359.03268351949,14358.245433461412,12377.979856762071,16661.346418638837,0.852240492685308,0.2912025142019371,8
2008-10-01 09:00:00,15210.0,16630.94989000837,14635.143207671883,18952.59647534884,14940.526741619597,12944.720059283107,17262.173326960066,0.8507221631569,0.1994569996424772,9
2008-10-01 10:00:00,15360.0,16949.525127997196,14909.115825761995,19072.13175963266,15298.822284004302,13258.412981769101,17421.428915639764,0.8460402233357746,0.16387758332742575,10
2008-10-01 11:00:00,15574.0,17089.424215151404,14960.328918201712,19087.745244598547,15352.298836821577,13223.203539871885,17350.61986626872,0.8583038979422615,0.1733344401546233,11
2008-10-01 12:00:00,15521.0,17172.335350174406,15143.453981586676,19317.20418234936,15458.17388433951,13429.29251575178,17603.042716514465,0.8540418690997853,0.15527079254578297,12
2008-10-01 13:00:00,15571.0,17261.926089812994,15291.945471613319,19302.691482366645,15603.435813130814,13633.455194931139,17644.201205684465,0.8477475599687664,0.13993721860957853,13
2008-10-01 14:00:00,15622.0,17336.69696584896,15076.290844905889,19478.16706104303,15634.08385604222,13373.677735099147,17775.55395123629,0.852207007099066,0.15903655328271998,14
2008-10-01 15:00:00,15515.0,17353.76153937203,15373.182308284046,19462.569365283885,15637.056417475676,13656.477186387692,17745.864243387532,0.8537984597758863,0.12456200892633484,15
2008-10-01 16:00:00,15256.0,17330.3328493799,15168.010582243149,19391.621695635455,15625.951272638724,13463.62900550197,17687.24011889428,0.8534163691936705,0.10404926496425448,16
2008-10-01 17:00:00,15176.0,17352.501949003086,15202.500086139986,19486.693373085487,15670.128474053048,13520.126611189948,17804.31989813545,0.8510003218705067,0.0964350829072666,17
2008-10-01 18:00:00,15135.0,17493.757420059963,15488.400848630683,19727.703505849506,15809.582173214652,13804.225601785372,18043.528259004193,0.8502535528487523,0.07691739034357306,18
2008-10-01 19:00:00,15254.0,17718.29471353613,15595.456592699527,19782.155007820125,16044.411549894814,13921.573429058213,18108.271844178813,0.8484812328495168,0.06569476801059114,19
2008-10-01 20:00:00,16053.0,17866.036890355084,15785.573152413283,20043.64707665695,16185.163185929234,14104.699447987432,18362.7733722311,0.8496509997803575,0.13756195450620268,20
2008-10-01 21:00:00,16331.0,17745.04655796184,15753.767157706656,20020.736770085896,16029.987294514962,14038.707894259776,18305.67750663902,0.8558146775266832,0.197830473491108,21
2008-10-01 22:00:00,15774.0,17260.067755093565,15242.359007375844,19332.20536257262,15533.154307827299,13515.445560109578,17605.291915306352,0.8558856358061289,0.17584471192810636,22
2008-10-01 23:00:00,14803.0,16474.66902139394,14371.623795088844,18616.709583156546,14683.729164912593,12580.683938607497,16825.7697266752,0.8644660764595455,0.15641002450798291,23
2008-10-02 00:00:00,13671.0,15519.531740063714,13444.19780767524,17665.602886259014,14088.78121707047,12013.447284681995,16234.852363265769,0.8110451490184065,0.1308526239189921,0
2008-10-02 01:00:00,12933.0,14677.485632844871,12556.310534306138,16583.55166973595,13285.429124473603,11164.25402593487,15191.49516136468,0.8050101983017051,0.13344286869632976,1
2008-10-02 02:00:00,12548.0,14032.64797026371,11878.548859228076,16089.181586054052,12655.843974624999,10501.744863589365,14712.37759041534,0.8013221659187157,0.18306735722619433,2
2008-10-02 03:00:00,12281.0,13659.555807815186,11670.909366868953,15602.83629132204,12289.711677536488,10301.065236590255,14232.992161043343,0.7998591757825785,0.18442263631505512,3
2008-10-02 04:00:00,12140.0,13609.088451152866,11318.348097033311,15716.410018252547,12209.840597297318,9919.100243177763,14317.162164397,0.8067068311727672,0.19595586737646742,4
2008-10-02 05:00:00,12347.0,13910.53843845253,11919.613421801761,16096.743169279456,12499.351984077346,10508.426967426578,14685.556714904273,0.8070184835295675,0.16868032610282252,5
2008-10-02 06:00:00,13183.0,14528.064299488888,12399.714748099801,16607.422202494014,13122.827425676462,10994.477874287375,15202.185328681588,0.806352473302212,0.20629653403826492,6
2008-10-02 07:00:00,14934.0,15324.071671358495,13198.367002140409,17558.36710693195,13957.001599243677,11831.29693002559,16191.297034817131,0.7993269492698347,0.40931378600638346,7
2008-10-02 08:00:00,15858.0,16091.529666488457,13907.8824965964,18344.147682400147,14700.61617907449,12516.969009182432,16953.23419498618,0.8040001850934935,0.4463358058629847,8
2008-10-02 09:00:00,15799.0,16654.00922041305,14429.775519971052,18859.15212741054,15258.813101526232,13034.579401084235,17463.956008523724,0.8046517406448968,0.31038489575494566,9
2008-10-02 10:00:00,15885.0,16959.041738272033,14842.21089727949,19120.4656655803,15551.098275366521,13434.267434373978,17712.522202674787,0.8062327885710064,0.2599632911124775,10
2008-10-02 11:00:00,16000.0,17084.662939940004,15022.076613743273,19410.98828829816,15670.338323259473,13607.751997062742,17996.663671617625,0.8077410320729748,0.2632238621696219,11
2008-10-02 12:00:00,15982.0,17152.7297870969,15381.117573933983,19351.403180483994,15795.012957303368,14023.40074414045,17993.68635069046,0.7986716658604596,0.224887630317347,12
2008-10-02 13:00:00,15845.0,17226.99228866973,15124.242334510987,19271.84307591186,15837.799069844945,13735.0491156862,17882.64985708707,0.8034077604816178,0.19654329520495684,13
2008-10-02 14:00:00,15776.0,17286.04741196958,15274.130232976808,19366.492149284255,15898.489666890911,13886.57248789814,17978.934404205585,0.8048844503026995,0.17213456819378603,14
2008-10-02 15:00:00,15600.0,17287.207614198203,15119.74297606022,19413.616420392875,15893.468381696935,13726.003743558953,18019.877187891605,0.804109325238138,0.15693624507501297,15
2008-10-02 16:00:00,15489.0,17247.972609197586,15064.59783696423,19283.75992884256,15882.056606063179,13698.681833829824,17917.84392570815,0.7993566966708492,0.14263397126977473,16
2008-10-02 17:00:00,15388.0,17254.69495298501,15215.109207766198,19327.36998148227,15899.955103924613,13860.3693587058,17972.630132421873,0.7991464186747039,0.12231747729172077,17
2008-10-02 18:00:00,15329.0,17380.986793744716,15322.266945443758,19516.44575093164,15918.868827246295,13860.148978945337,18054.327784433222,0.8162319963300808,0.1049230152715182,18
2008-10-02 19:00:00,15355.0,17591.015833459423,15416.310779753263,19776.932331585438,16183.474017718228,14008.768964012068,18369.390515844243,0.8075885775566496,0.09437362576565406,19
2008-10-02 20:00:00,16113.0,17724.618901530514,15677.687678517364,19700.90707977523,16304.959187937346,14258.027964924197,18281.247366182062,0.8091169018503195,0.1522746642292625,20
2008-10-02 21:00:00,16481.0,17589.823658607365,15467.2768136531,19769.585558343013,16219.434876959487,14096.888032005221,18399.196776695135,0.8005799887015108,0.25444008286087777,21
